id,application_area,web_surface,meal_production_step,form_key,source_type,source_file,source_path,context,message_key,message_en,message_fr,message_nl,notes,duplicate_group,duplicate_count
UFM-0659,meal production,form view,1. Order,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[23].button.confirm.confirmLabel,Question MP_READY_FOR_PRODUCTION (BUTTON) confirmLabel,definition.questions.23.button.confirm.confirmLabel,"Yes, lock order details",,,,,
UFM-0660,meal production,form view,1. Order,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[23].button.confirm.message,Question MP_READY_FOR_PRODUCTION (BUTTON) message,definition.questions.23.button.confirm.message,"Lock order details?\nCustomer, date, service, responsible cook, and ordered portions cannot be changed after this step.\n",,,,,
UFM-0668,meal production,form view,1. Order; 3. Production; 5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.fields[1].changeDialog.cancelLabel,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) cancelLabel,definition.questions.10.lineItemConfig.fields.1.changeDialog.cancelLabel,"No, keep current order",,,,,
UFM-0669,meal production,form view,1. Order; 3. Production; 5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.fields[1].changeDialog.confirmLabel,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) confirmLabel,definition.questions.10.lineItemConfig.fields.1.changeDialog.confirmLabel,"Yes, delete subsequent data",,,,D111,6
UFM-0670,meal production,form view,1. Order; 3. Production; 5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.fields[1].changeDialog.message,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) message,definition.questions.10.lineItemConfig.fields.1.changeDialog.message,Reducing ordered portions to 0 will delete corresponding dietary category data. This cannot be undone.,,,,,
UFM-0671,meal production,form view,1. Order; 3. Production; 5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.fields[1].changeDialog.title,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) title,definition.questions.10.lineItemConfig.fields.1.changeDialog.title,Changing ordered portions to 0?,,,,,
UFM-0715,meal production,form view,2. Leftover bank,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[1].include[3].dataSourceRows[0].utilisation.conflictDialog.confirmLabel,conflictDialog confirmLabel,definition.steps.items.1.include.3.dataSourceRows.0.utilisation.conflictDialog.confirmLabel,OK,,,,D008,35
UFM-0727,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].closeConfirm.cases[0].body,Configured text body,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.closeConfirm.cases.0.body,"One or more ingredients do not have a quantity and/or unit. If you close this page now, the ingredient selection will be lost.",,,,D140,2
UFM-0728,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].closeConfirm.cases[0].cancelLabel,Configured text cancelLabel,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.closeConfirm.cases.0.cancelLabel,Continue editing,,,,D142,3
UFM-0729,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].closeConfirm.cases[0].confirmLabel,Configured text confirmLabel,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.closeConfirm.cases.0.confirmLabel,"Close, data will be lost",,,,D141,2
UFM-0730,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].closeConfirm.cases[0].title,Configured text title,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.closeConfirm.cases.0.title,Missing quantity/unit,,,,D139,2
UFM-0732,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].groupOverride.fields[1].changeDialog.cancelLabel,changeDialog cancelLabel,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.groupOverride.fields.1.changeDialog.cancelLabel,"No, keep current recipe",,,,D121,2
UFM-0733,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].groupOverride.fields[1].changeDialog.confirmLabel,changeDialog confirmLabel,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.groupOverride.fields.1.changeDialog.confirmLabel,"Yes, delete subsequent data",,,,D111,6
UFM-0734,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].groupOverride.fields[1].changeDialog.message,changeDialog message,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.groupOverride.fields.1.changeDialog.message,Changing the recipe now will permanently delete all data and photos captured in later steps. This cannot be undone.,,,,,
UFM-0735,meal production,form view,3. Production,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[2].include[3].rowFlow.actions[0].effects[0].groupOverride.fields[1].changeDialog.title,changeDialog title,definition.steps.items.2.include.3.rowFlow.actions.0.effects.0.groupOverride.fields.1.changeDialog.title,Change recipe?,,,,D120,2
UFM-0751,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[1].changeDialog.cancelLabel,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) cancelLabel,definition.questions.10.lineItemConfig.subGroups.0.fields.1.changeDialog.cancelLabel,"No, keep current recipe",,,,D121,2
UFM-0752,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[1].changeDialog.confirmLabel,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) confirmLabel,definition.questions.10.lineItemConfig.subGroups.0.fields.1.changeDialog.confirmLabel,"Yes, delete subsequent data",,,,D111,6
UFM-0753,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[1].changeDialog.message,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) message,definition.questions.10.lineItemConfig.subGroups.0.fields.1.changeDialog.message,Changing the recipe will permanently delete all data and photos captured in later steps. This cannot be undone.,,,,,
UFM-0754,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].fields[1].changeDialog.title,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) title,definition.questions.10.lineItemConfig.subGroups.0.fields.1.changeDialog.title,Change recipe?,,,,D120,2
UFM-0764,meal production,form view,3. Production; 6. Leftovers,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.questions[10].lineItemConfig.subGroups[0].subGroups[0].dedupRules[0].message,Question MP_MEALS_REQUEST (LINE_ITEM_GROUP) message,definition.questions.10.lineItemConfig.subGroups.0.subGroups.0.dedupRules.0.message,{value} is already on the list. Update the existing quantity instead of adding a new line,,,,,
UFM-0793,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.confirmationDialog.cancelLabel,confirmationDialog cancelLabel,definition.steps.items.4.navigation.milestoneAction.confirmationDialog.cancelLabel,"No, go back to portioning",,,,,
UFM-0794,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.confirmationDialog.confirmLabel,confirmationDialog confirmLabel,definition.steps.items.4.navigation.milestoneAction.confirmationDialog.confirmLabel,"Yes, create final report",,,,,
UFM-0795,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.confirmationDialog.message,confirmationDialog message,definition.steps.items.4.navigation.milestoneAction.confirmationDialog.message,Confirm that {MP_SERVICE} for {MP_DISTRIBUTOR} on {MP_PREP_DATE} has been produced by {MP_COOK_NAME} in line with the Meal Production procedure and hygiene rules.\n\nAll ordered portions are ready for delivery and Final report can be created.,,,,,
UFM-0796,meal production,form view,5. Portioning,Config: Meal Production,form config,docs/config/exports/staging/config_meal_production.json,$.definition.steps.items[4].navigation.milestoneAction.confirmationDialog.title,confirmationDialog title,definition.steps.items.4.navigation.milestoneAction.confirmationDialog.title,Create final report?,,,,,
